MonthYear,Time index,Country,StoreID,City,Dept_ID,Dept. Name,HoursOwn,HoursLease,Sales units,Turnover,Customer,Area (m2),Opening hours
10.2016,1,United Kingdom,88253,London (I),1,Dry,3184.764,0,398560,1226244,,953.04,Type A
10.2016,1,United Kingdom,88253,London (I),2,Frozen,1582.941,0,82725,387810,,720.48,Type A
10.2016,1,United Kingdom,88253,London (I),3,other,47.205,0,438400,654657,,966.72,Type A
10.2016,1,United Kingdom,88253,London (I),4,Fish,1623.852,0,309425,499434,,1053.36,Type A
10.2016,1,United Kingdom,88253,London (I),5,Fruits & Vegetables,1759.173,0,165515,329397,,1053.36,Type A
10.2016,1,United Kingdom,88253,London (I),6,Meat,8270.316,0,1713310,5617137,,11735.16,Type A
10.2016,1,United Kingdom,88253,London (I),13,Food,16468.251,0,3107935,8714679,,19865.64,Type A
10.2016,1,United Kingdom,88253,London (I),7,Clothing,4698.471,0,213680,1615341,,8513.52,Type A
10.2016,1,United Kingdom,88253,London (I),8,Household,1183.272,0,54915,290400,,4842.72,Type A
10.2016,1,United Kingdom,88253,London (I),9,Hardware,2029.815,0,59260,450015,,5608.8,Type A
10.2016,1,United Kingdom,88253,London (I),14,Non Food,7911.558,0,327855,2355756,,19238.64,Type A
10.2016,1,United Kingdom,88253,London (I),15,Admin,4308.243,0,0,0,,0,Type A
10.2016,1,United Kingdom,88253,London (I),12,Checkout,5825.097,0,3435790,11070435,,39104.28,Type A
10.2016,1,United Kingdom,88253,London (I),16,Customer Services,3320.085,0,0,0,,0,Type A
10.2016,1,United Kingdom,88253,London (I),11,Delivery,0,0,0,0,,0,Type A
10.2016,1,United Kingdom,88253,London (I),17,others,2253.252,0,0,0,,0,Type A
10.2016,1,United Kingdom,88253,London (I),18,all,40086.486,0,3435790,11070435,,39104.28,Type A
10.2016,1,United Kingdom,38976,Manchester,1,Dry,2583.687,0,754600,2648175,,1404.48,Type A
10.2016,1,United Kingdom,38976,Manchester,2,Frozen,5145.345,0,216925,1291830,,1057.92,Type A
10.2016,1,United Kingdom,38976,Manchester,3,other,47.205,0,1111835,1822749,,1235.76,Type A
10.2016,1,United Kingdom,38976,Manchester,4,Fish,3008.532,0,918270,170775,,843.6,Type A
10.2016,1,United Kingdom,38976,Manchester,5,Fruits & Vegetables,8909.157,0,507295,1068444,,1479.72,Type A
10.2016,1,United Kingdom,38976,Manchester,6,Meat,15779.058,0,3408220,12831339,,10633.92,Type A
10.2016,1,United Kingdom,38976,Manchester,13,Food,35472.984,0,6917145,21423312,,17521.8,Type A
10.2016,1,United Kingdom,38976,Manchester,7,Clothing,7889.529,0,421280,3390450,,6256.32,Type A
10.2016,1,United Kingdom,38976,Manchester,8,Household,1762.32,0,82835,382380,,3556.8,Type A
10.2016,1,United Kingdom,38976,Manchester,9,Hardware,2797.683,0,55420,523590,,4119.96,Type A
10.2016,1,United Kingdom,38976,Manchester,14,Non Food,12449.532,0,559535,4296420,,15346.68,Type A
10.2016,1,United Kingdom,38976,Manchester,15,Admin,6967.458,0,5,0,,0,Type A
10.2016,1,United Kingdom,38976,Manchester,12,Checkout,11719.428,0,7476680,25719732,,32868.48,Type A
10.2016,1,United Kingdom,38976,Manchester,16,Customer Services,5491.515,0,5,0,,0,Type A
10.2016,1,United Kingdom,38976,Manchester,11,Delivery,0,0,120,243,,0,Type A
10.2016,1,United Kingdom,38976,Manchester,17,others,2300.457,0,5,0,,0,Type A
10.2016,1,United Kingdom,38976,Manchester,18,all,74401.374,0,7476680,25719732,,32868.48,Type A
10.2016,1,United Kingdom,17647,Liverpool,1,Dry,2341.368,0,532855,1853250,,1158.24,Type A
10.2016,1,United Kingdom,17647,Liverpool,2,Frozen,3077.766,184,167015,859218,,262.2,Type A
10.2016,1,United Kingdom,17647,Liverpool,3,other,47.205,0,896495,140016,,1096.68,Type A
10.2016,1,United Kingdom,17647,Liverpool,4,Fish,2196.606,210,485250,825447,,987.24,Type A
10.2016,1,United Kingdom,17647,Liverpool,5,Fruits & Vegetables,3383.025,0,309260,583395,,1842.24,Type A
10.2016,1,United Kingdom,17647,Liverpool,6,Meat,16493.427,758,3142355,10552749,,11979.12,Type A
10.2016,1,United Kingdom,17647,Liverpool,13,Food,27539.397,1152,5533230,16134075,,18543.24,Type A
10.2016,1,United Kingdom,17647,Liverpool,7,Clothing,8528.37,0,305310,2621853,,7337.04,Type A
10.2016,1,United Kingdom,17647,Liverpool,8,Household,1957.434,0,76875,369015,,5540.4,Type A
10.2016,1,United Kingdom,17647,Liverpool,9,Hardware,2580.54,0,64370,573678,,5326.08,Type A
10.2016,1,United Kingdom,17647,Liverpool,14,Non Food,13066.344,0,446555,3564546,,18230.88,Type A
10.2016,1,United Kingdom,17647,Liverpool,15,Admin,4947.084,0,10,0,,0,Type A
10.2016,1,United Kingdom,17647,Liverpool,12,Checkout,8965.803,660,5979785,19698621,,36774.12,Type A
10.2016,1,United Kingdom,17647,Liverpool,16,Customer Services,3584.433,0,10,0,,0,Type A
10.2016,1,United Kingdom,17647,Liverpool,11,Delivery,0,0,2795,3150,,0,Type A
10.2016,1,United Kingdom,17647,Liverpool,17,others,2624.598,84,10,0,,0,Type A
10.2016,1,United Kingdom,17647,Liverpool,18,all,60727.659,1896,5979785,19698621,,36774.12,Type A
10.2016,1,United Kingdom,22117,Birmingham,1,Dry,1976.316,0,400965,1155525,,882.36,Type A
10.2016,1,United Kingdom,22117,Birmingham,2,Frozen,903.189,0,58920,313425,,907.44,Type A
10.2016,1,United Kingdom,22117,Birmingham,3,other,47.205,0,372615,511839,,889.2,Type A
10.2016,1,United Kingdom,22117,Birmingham,4,Fish,1542.03,0,253660,444939,,574.56,Type A
10.2016,1,United Kingdom,22117,Birmingham,5,Fruits & Vegetables,2111.637,0,130240,272001,,433.2,Type A
10.2016,1,United Kingdom,22117,Birmingham,6,Meat,5850.273,0,1034295,2824530,,6963.12,Type A
10.2016,1,United Kingdom,22117,Birmingham,13,Food,12430.65,0,2250695,5522259,,12063.48,Type A
10.2016,1,United Kingdom,22117,Birmingham,7,Clothing,3162.735,0,144460,1335438,,6609.72,Type A
10.2016,1,United Kingdom,22117,Birmingham,8,Household,1579.794,0,48085,264981,,4347.96,Type A
10.2016,1,United Kingdom,22117,Birmingham,9,Hardware,1954.287,0,41520,364386,,5866.44,Type A
10.2016,1,United Kingdom,22117,Birmingham,14,Non Food,6696.816,0,234065,1964805,,18123.72,Type A
10.2016,1,United Kingdom,22117,Birmingham,15,Admin,3581.286,0,15,0,,0,Type A
10.2016,1,United Kingdom,22117,Birmingham,12,Checkout,3738.636,0,2484760,7487064,,30187.2,Type A
10.2016,1,United Kingdom,22117,Birmingham,16,Customer Services,2435.778,0,15,0,,0,Type A
10.2016,1,United Kingdom,22117,Birmingham,11,Delivery,6621.288,0,923245,2366745,,0,Type A
10.2016,1,United Kingdom,22117,Birmingham,17,others,31.47,0,15,0,,0,Type A
10.2016,1,United Kingdom,22117,Birmingham,18,all,35535.924,0,2484760,7487064,,30187.2,Type A
10.2016,1,United Kingdom,73949,Leicester,1,Dry,2489.277,324,502530,2031642,,834.48,Type B
10.2016,1,United Kingdom,73949,Leicester,2,Frozen,2939.298,0,177730,1085793,,506.16,Type B
10.2016,1,United Kingdom,73949,Leicester,3,other,47.205,0,749240,1225689,,868.68,Type B
10.2016,1,United Kingdom,73949,Leicester,4,Fish,1589.235,0,446150,842403,,950.76,Type B
10.2016,1,United Kingdom,73949,Leicester,5,Fruits & Vegetables,2092.755,0,181105,451797,,905.16,Type B
10.2016,1,United Kingdom,73949,Leicester,6,Meat,10643.154,0,1804690,8395014,,9959.04,Type B
10.2016,1,United Kingdom,73949,Leicester,13,Food,19800.924,324,3861445,14032338,,16402.32,Type B
10.2016,1,United Kingdom,73949,Leicester,7,Clothing,5104.434,0,235375,1752483,,7195.68,Type B
10.2016,1,United Kingdom,73949,Leicester,8,Household,1450.767,0,52015,311598,,4509.84,Type B
10.2016,1,United Kingdom,73949,Leicester,9,Hardware,874.866,0,53330,453528,,5686.32,Type B
10.2016,1,United Kingdom,73949,Leicester,14,Non Food,7430.067,0,340720,251709,,19051.68,Type B
10.2016,1,United Kingdom,73949,Leicester,15,Admin,3801.576,0,20,0,,0,Type B
10.2016,1,United Kingdom,73949,Leicester,12,Checkout,9654.996,186,4202165,16549947,,35454,Type B
10.2016,1,United Kingdom,73949,Leicester,16,Customer Services,2586.834,0,20,0,,0,Type B
10.2016,1,United Kingdom,73949,Leicester,11,Delivery,3634.785,0,437630,1610880,,0,Type B
10.2016,1,United Kingdom,73949,Leicester,17,others,2152.548,0,20,0,,0,Type B
10.2016,1,United Kingdom,73949,Leicester,18,all,49061.73,510,4202165,16549947,,35454,Type B
10.2016,1,United Kingdom,18808,London (II),1,Dry,3773.253,0,465035,1659288,,864.12,Type B
10.2016,1,United Kingdom,18808,London (II),2,Frozen,1633.293,0,93235,57204,,542.64,Type B
10.2016,1,United Kingdom,18808,London (II),3,other,47.205,0,489115,767496,,1078.44,Type B
10.2016,1,United Kingdom,18808,London (II),4,Fish,1988.904,0,343925,655371,,800.28,Type B
10.2016,1,United Kingdom,18808,London (II),5,Fruits & Vegetables,2105.343,0,155465,351723,,989.52,Type B
10.2016,1,United Kingdom,18808,London (II),6,Meat,7168.866,0,1413965,5834997,,8869.2,Type B
10.2016,1,United Kingdom,18808,London (II),13,Food,16716.864,0,2960740,9841479,,13121.4,Type B
10.2016,1,United Kingdom,18808,London (II),7,Clothing,4097.394,0,204515,1653018,,5928,Type B
10.2016,1,United Kingdom,18808,London (II),8,Household,1749.732,0,51965,290823,,5709.12,Type B
10.2016,1,United Kingdom,18808,London (II),9,Hardware,1970.022,0,45020,375876,,6117.24,Type B
10.2016,1,United Kingdom,18808,London (II),14,Non Food,7817.148,0,301500,2319717,,18930.84,Type B
10.2016,1,United Kingdom,18808,London (II),15,Admin,5110.728,0,25,0,,0,Type B
10.2016,1,United Kingdom,18808,London (II),12,Checkout,6209.031,0,3262240,12161196,,32052.24,Type B
10.2016,1,United Kingdom,18808,London (II),16,Customer Services,3115.53,0,25,0,,0,Type B
10.2016,1,United Kingdom,18808,London (II),11,Delivery,7209.777,246,843615,2204589,,0,Type B
10.2016,1,United Kingdom,18808,London (II),17,others,2017.227,0,25,0,,0,Type B
10.2016,1,United Kingdom,18808,London (II),18,all,48196.305,246,3262240,12161196,,32052.24,Type B
10.2016,1,Poland,71991,Warsaw (I),1,Dry,1963.728,0,363010,1220469,,649.8,Type A
10.2016,1,Poland,71991,Warsaw (I),2,Frozen,978.717,0,57840,31590,,424.08,Type A
10.2016,1,Poland,71991,Warsaw (I),3,other,47.205,0,350710,543843,,836.76,Type A
10.2016,1,Poland,71991,Warsaw (I),4,Fish,1696.233,0,225950,436104,,611.04,Type A
10.2016,1,Poland,71991,Warsaw (I),5,Fruits & Vegetables,1916.523,0,137900,244293,,820.8,Type A
10.2016,1,Poland,71991,Warsaw (I),6,Meat,4132.011,0,926260,3093915,,8337.96,Type A
10.2016,1,Poland,71991,Warsaw (I),13,Food,10734.417,0,2061670,5854584,,14172.48,Type A
10.2016,1,Poland,71991,Warsaw (I),7,Clothing,5132.757,0,163225,1421565,,4658.04,Type A
10.2016,1,Poland,71991,Warsaw (I),8,Household,1438.179,0,40755,238281,,3800.76,Type A
10.2016,1,Poland,71991,Warsaw (I),9,Hardware,531.843,0,53435,416229,,3914.76,Type A
10.2016,1,Poland,71991,Warsaw (I),14,Non Food,7102.779,0,257415,207075,,12095.4,Type A
10.2016,1,Poland,71991,Warsaw (I),15,Admin,3634.785,0,30,0,,0,Type A
10.2016,1,Poland,71991,Warsaw (I),12,Checkout,3490.023,0,2319085,7930659,,26267.88,Type A
10.2016,1,Poland,71991,Warsaw (I),16,Customer Services,2124.225,0,30,0,,0,Type A
10.2016,1,Poland,71991,Warsaw (I),11,Delivery,6294,0,581385,2152989,,0,Type A
10.2016,1,Poland,71991,Warsaw (I),17,others,1708.821,0,30,0,,0,Type A
10.2016,1,Poland,71991,Warsaw (I),18,all,35089.05,0,2319085,7930659,,26267.88,Type A
10.2016,1,Poland,86208,Warsaw (II),1,Dry,1866.171,0,291855,1088295,,832.2,Type B
10.2016,1,Poland,86208,Warsaw (II),2,Frozen,1560.912,0,78975,409440,,656.64,Type B
10.2016,1,Poland,86208,Warsaw (II),3,other,47.205,0,361025,532497,,784.32,Type B
10.2016,1,Poland,86208,Warsaw (II),4,Fish,1642.734,0,272195,437895,,759.24,Type B
10.2016,1,Poland,86208,Warsaw (II),5,Fruits & Vegetables,1249.359,0,125760,269742,,1023.72,Type B
10.2016,1,Poland,86208,Warsaw (II),6,Meat,5677.188,0,965090,3335847,,7938.96,Type B
10.2016,1,Poland,86208,Warsaw (II),13,Food,12043.569,0,2094900,73716,,14535,Type B
10.2016,1,Poland,86208,Warsaw (II),7,Clothing,2816.565,0,152415,1411821,,5189.28,Type B
10.2016,1,Poland,86208,Warsaw (II),8,Household,956.688,0,42195,234666,,4072.08,Type B
10.2016,1,Poland,86208,Warsaw (II),9,Hardware,1365.798,0,41235,371061,,4154.16,Type B
10.2016,1,Poland,86208,Warsaw (II),14,Non Food,5139.051,0,235845,2017548,,14088.12,Type B
10.2016,1,Poland,86208,Warsaw (II),15,Admin,1545.177,0,35,0,,0,Type B
10.2016,1,Poland,86208,Warsaw (II),12,Checkout,5563.896,200,2330745,8091264,,28623.12,Type B
10.2016,1,Poland,86208,Warsaw (II),16,Customer Services,2567.952,214,35,0,,0,Type B
10.2016,1,Poland,86208,Warsaw (II),11,Delivery,1435.032,124,229405,614721,,0,Type B
10.2016,1,Poland,86208,Warsaw (II),17,others,31.47,0,35,0,,0,Type B
10.2016,1,Poland,86208,Warsaw (II),18,all,28326.147,538,2330745,8091264,,28623.12,Type B
10.2016,1,Poland,23623,Poznan,1,Dry,2482.983,0,478610,1811124,,900.6,Type A
10.2016,1,Poland,23623,Poznan,2,Frozen,2206.047,0,94495,528216,,674.88,Type A
10.2016,1,Poland,23623,Poznan,3,other,47.205,0,552135,831594,,1044.24,Type A
10.2016,1,Poland,23623,Poznan,4,Fish,1211.595,0,309200,526554,,987.24,Type A
10.2016,1,Poland,23623,Poznan,5,Fruits & Vegetables,2423.19,0,211835,433497,,1000.92,Type A
10.2016,1,Poland,23623,Poznan,6,Meat,7697.562,0,1747845,9478086,,9129.12,Type A
10.2016,1,Poland,23623,Poznan,13,Food,16068.582,0,3394120,1309071,,15960,Type A
10.2016,1,Poland,23623,Poznan,7,Clothing,3288.615,0,188120,108657,,6078.48,Type A
10.2016,1,Poland,23623,Poznan,8,Household,1441.326,0,49060,234051,,3923.88,Type A
10.2016,1,Poland,23623,Poznan,9,Hardware,1447.62,0,52030,374298,,4067.52,Type A
10.2016,1,Poland,23623,Poznan,14,Non Food,6177.561,0,289210,2217006,,15257.76,Type A
10.2016,1,Poland,23623,Poznan,15,Admin,3609.609,0,40,0,,0,Type A
10.2016,1,Poland,23623,Poznan,12,Checkout,6611.847,0,3683330,1582077,,31217.76,Type A
10.2016,1,Poland,23623,Poznan,16,Customer Services,1982.61,0,40,0,,0,Type A
10.2016,1,Poland,23623,Poznan,11,Delivery,538.137,0,0,0,,0,Type A
10.2016,1,Poland,23623,Poznan,17,others,1526.295,0,40,0,,0,Type A
10.2016,1,Poland,23623,Poznan,18,all,36514.641,0,3683330,1582077,,31217.76,Type A
10.2016,1,Poland,19769,Krakow,1,Dry,2398.014,0,511825,1824675,,1112.64,Type A
10.2016,1,Poland,19769,Krakow,2,Frozen,1727.703,0,103060,543321,,827.64,Type A
10.2016,1,Poland,19769,Krakow,3,other,47.205,0,586860,807081,,841.32,Type A
10.2016,1,Poland,19769,Krakow,4,Fish,1475.943,0,327430,580704,,909.72,Type A
10.2016,1,Poland,19769,Krakow,5,Fruits & Vegetables,3515.199,0,232645,46020,,1244.88,Type A
10.2016,1,Poland,19769,Krakow,6,Meat,7782.531,130,1794550,9855219,,7608.36,Type A
10.2016,1,Poland,19769,Krakow,13,Food,16946.595,130,3556370,14077020,,14997.84,Type A
10.2016,1,Poland,19769,Krakow,7,Clothing,4465.593,0,207540,1885902,,5592.84,Type A
10.2016,1,Poland,19769,Krakow,8,Household,1674.204,0,56610,303327,,2637.96,Type A
10.2016,1,Poland,19769,Krakow,9,Hardware,1195.86,0,42100,338625,,2083.92,Type A
10.2016,1,Poland,19769,Krakow,14,Non Food,7335.657,0,306250,2527854,,11482.08,Type A
10.2016,1,Poland,19769,Krakow,15,Admin,5006.877,0,45,0,,0,Type A
10.2016,1,Poland,19769,Krakow,12,Checkout,6507.996,0,3862620,1604874,,26479.92,Type A
10.2016,1,Poland,19769,Krakow,16,Customer Services,2876.358,0,45,0,,0,Type A
10.2016,1,Poland,19769,Krakow,11,Delivery,2895.24,0,465450,1466886,,0,Type A
10.2016,1,Poland,19769,Krakow,17,others,1796.937,0,45,0,,0,Type A
10.2016,1,Poland,19769,Krakow,18,all,43365.66,130,3862620,1604874,,26479.92,Type A
10.2016,1,The Netherlands,15552,Amsterdam,1,Dry,2964.474,0,392560,1527234,,902.88,Type A
10.2016,1,The Netherlands,15552,Amsterdam,2,Frozen,1762.32,0,83780,445008,,627,Type A
10.2016,1,The Netherlands,15552,Amsterdam,3,other,47.205,0,414080,572946,,795.72,Type A
10.2016,1,The Netherlands,15552,Amsterdam,4,Fish,1406.709,0,232125,413961,,855,Type A
10.2016,1,The Netherlands,15552,Amsterdam,5,Fruits & Vegetables,1954.287,0,173950,370719,,1208.4,Type A
10.2016,1,The Netherlands,15552,Amsterdam,6,Meat,8500.047,0,1760825,10023513,,9870.12,Type A
10.2016,1,The Netherlands,15552,Amsterdam,13,Food,16635.042,0,3057320,13353381,,14906.64,Type A
10.2016,1,The Netherlands,15552,Amsterdam,7,Clothing,3244.557,0,166735,1390467,,5950.8,Type A
10.2016,1,The Netherlands,15552,Amsterdam,8,Household,1306.005,0,39410,208956,,3771.12,Type A
10.2016,1,The Netherlands,15552,Amsterdam,9,Hardware,2061.285,0,32040,261039,,2074.8,Type A
10.2016,1,The Netherlands,15552,Amsterdam,14,Non Food,6611.847,0,238185,180462,,12330.24,Type A
10.2016,1,The Netherlands,15552,Amsterdam,15,Admin,5013.171,0,50,0,,0,Type A
10.2016,1,The Netherlands,15552,Amsterdam,12,Checkout,6564.642,0,3295505,15213843,,27236.88,Type A
10.2016,1,The Netherlands,15552,Amsterdam,16,Customer Services,2589.981,0,50,0,,0,Type A
10.2016,1,The Netherlands,15552,Amsterdam,11,Delivery,0,0,105,3855,,0,Type A
10.2016,1,The Netherlands,15552,Amsterdam,17,others,31.47,0,50,0,,0,Type A
10.2016,1,The Netherlands,15552,Amsterdam,18,all,37446.153,0,3295505,15213843,,27236.88,Type A
10.2016,1,The Netherlands,95434,Den Haag,1,Dry,2914.122,0,667785,2416566,,825.36,Type B
10.2016,1,The Netherlands,95434,Den Haag,2,Frozen,2407.455,0,88195,493581,,533.52,Type B
10.2016,1,The Netherlands,95434,Den Haag,3,other,47.205,0,624085,1047645,,902.88,Type B
10.2016,1,The Netherlands,95434,Den Haag,4,Fish,1022.775,0,391325,711483,,631.56,Type B
10.2016,1,The Netherlands,95434,Den Haag,5,Fruits & Vegetables,1759.173,0,213155,47016,,880.08,Type B
10.2016,1,The Netherlands,95434,Den Haag,6,Meat,8298.639,0,2155475,10217331,,8046.12,Type B
10.2016,1,The Netherlands,95434,Den Haag,13,Food,16449.369,0,4140020,15362622,,13276.44,Type B
10.2016,1,The Netherlands,95434,Den Haag,7,Clothing,5601.66,0,247650,210282,,6030.6,Type B
10.2016,1,The Netherlands,95434,Den Haag,8,Household,2127.372,0,58615,27960,,3853.2,Type B
10.2016,1,The Netherlands,95434,Den Haag,9,Hardware,2158.842,0,63985,554325,,4721.88,Type B
10.2016,1,The Netherlands,95434,Den Haag,14,Non Food,9887.874,0,370250,2994267,,16032.96,Type B
10.2016,1,The Netherlands,95434,Den Haag,15,Admin,5589.072,0,55,0,,0,Type B
10.2016,1,The Netherlands,95434,Den Haag,12,Checkout,6781.785,0,4510270,18356889,,29309.4,Type B
10.2016,1,The Netherlands,95434,Den Haag,16,Customer Services,5472.633,0,55,0,,0,Type B
10.2016,1,The Netherlands,95434,Den Haag,11,Delivery,5186.256,0,529600,1740627,,0,Type B
10.2016,1,The Netherlands,95434,Den Haag,17,others,1803.231,0,55,0,,0,Type B
10.2016,1,The Netherlands,95434,Den Haag,18,all,51170.22,0,4510270,18356889,,29309.4,Type B
10.2016,1,The Netherlands,93033,Rotterdam,1,Dry,2785.095,0,428475,1715685,,921.12,Type A
10.2016,1,The Netherlands,93033,Rotterdam,2,Frozen,1611.264,0,78580,445098,,665.76,Type A
10.2016,1,The Netherlands,93033,Rotterdam,3,other,47.205,0,380905,573381,,921.12,Type A
10.2016,1,The Netherlands,93033,Rotterdam,4,Fish,1422.444,0,234735,434904,,829.92,Type A
10.2016,1,The Netherlands,93033,Rotterdam,5,Fruits & Vegetables,2262.693,0,181455,362778,,1231.2,Type A
10.2016,1,The Netherlands,93033,Rotterdam,6,Meat,10740.711,0,1684675,8688264,,11771.64,Type A
10.2016,1,The Netherlands,93033,Rotterdam,13,Food,18869.412,0,2988825,12220110,,20189.4,Type A
10.2016,1,The Netherlands,93033,Rotterdam,7,Clothing,3943.191,0,183610,1611792,,7179.72,Type A
10.2016,1,The Netherlands,93033,Rotterdam,8,Household,1346.916,0,49450,248172,,4012.8,Type A
10.2016,1,The Netherlands,93033,Rotterdam,9,Hardware,1623.852,0,46905,361035,,4468.8,Type A
10.2016,1,The Netherlands,93033,Rotterdam,14,Non Food,6913.959,0,279965,2220999,,16461.6,Type A
10.2016,1,The Netherlands,93033,Rotterdam,15,Admin,3562.404,0,60,0,,0,Type A
10.2016,1,The Netherlands,93033,Rotterdam,12,Checkout,6407.292,0,3268790,14441109,,36651,Type A
10.2016,1,The Netherlands,93033,Rotterdam,16,Customer Services,2102.196,0,60,0,,0,Type A
10.2016,1,The Netherlands,93033,Rotterdam,11,Delivery,2826.006,0,335630,1275486,,0,Type A
10.2016,1,The Netherlands,93033,Rotterdam,17,others,31.47,0,60,0,,0,Type A
10.2016,1,The Netherlands,93033,Rotterdam,18,all,40712.739,0,3268790,14441109,,36651,Type A
10.2016,1,The Netherlands,85321,Groningen,1,Dry,3153.294,0,356635,1391514,,834.48,Type A
10.2016,1,The Netherlands,85321,Groningen,2,Frozen,1381.533,0,71055,340404,,554.04,Type A
10.2016,1,The Netherlands,85321,Groningen,3,other,47.205,0,381620,570252,,1030.56,Type A
10.2016,1,The Netherlands,85321,Groningen,4,Fish,830.808,0,228915,417330,,720.48,Type A
10.2016,1,The Netherlands,85321,Groningen,5,Fruits & Vegetables,1951.14,0,172250,293781,,1185.6,Type A
10.2016,1,The Netherlands,85321,Groningen,6,Meat,5705.511,0,1670405,8428599,,8451.96,Type A
10.2016,1,The Netherlands,85321,Groningen,13,Food,13069.491,0,2880880,11441880,,13912.56,Type A
10.2016,1,The Netherlands,85321,Groningen,7,Clothing,5730.687,0,176735,1635663,,6723.72,Type A
10.2016,1,The Netherlands,85321,Groningen,8,Household,2363.397,0,52645,286221,,4183.8,Type A
10.2016,1,The Netherlands,85321,Groningen,9,Hardware,2206.047,0,45505,363876,,3882.84,Type A
10.2016,1,The Netherlands,85321,Groningen,14,Non Food,10300.131,0,274885,228570,,16833.24,Type A
10.2016,1,The Netherlands,85321,Groningen,15,Admin,3332.673,0,65,0,,0,Type A
10.2016,1,The Netherlands,85321,Groningen,12,Checkout,6898.224,0,3155765,13727640,,30745.8,Type A
10.2016,1,The Netherlands,85321,Groningen,16,Customer Services,2017.227,0,65,0,,0,Type A
10.2016,1,The Netherlands,85321,Groningen,11,Delivery,0,0,480,1938,,0,Type A
10.2016,1,The Netherlands,85321,Groningen,17,others,31.47,0,65,0,,0,Type A
10.2016,1,The Netherlands,85321,Groningen,18,all,35649.216,0,3155765,13727640,,30745.8,Type A
10.2016,1,Czech Republic,38560,Prague (I),1,Dry,2275.281,0,429580,1614990,,889.2,Type A
10.2016,1,Czech Republic,38560,Prague (I),2,Frozen,1885.053,0,96245,575613,,647.52,Type A
10.2016,1,Czech Republic,38560,Prague (I),3,other,47.205,0,390445,623241,,779.76,Type A
10.2016,1,Czech Republic,38560,Prague (I),4,Fish,1088.862,0,269430,537672,,896.04,Type A
10.2016,1,Czech Republic,38560,Prague (I),5,Fruits & Vegetables,2684.391,0,176785,356346,,1233.48,Type A
10.2016,1,Czech Republic,38560,Prague (I),6,Meat,5224.02,0,1970770,11669511,,9861,Type A
10.2016,1,Czech Republic,38560,Prague (I),13,Food,13204.812,0,3333255,15377373,,16044.36,Type A
10.2016,1,Czech Republic,38560,Prague (I),7,Clothing,4185.51,0,192730,1643274,,7813.56,Type A
10.2016,1,Czech Republic,38560,Prague (I),8,Household,950.394,0,47720,283104,,3321.96,Type A
10.2016,1,Czech Republic,38560,Prague (I),9,Hardware,1966.875,0,44655,3090,,2948.04,Type A
10.2016,1,Czech Republic,38560,Prague (I),14,Non Food,7102.779,0,285105,2287338,,15362.64,Type A
10.2016,1,Czech Republic,38560,Prague (I),15,Admin,4453.005,0,70,0,,0,Type A
10.2016,1,Czech Republic,38560,Prague (I),12,Checkout,6659.052,0,3618360,17664711,,31407,Type A
10.2016,1,Czech Republic,38560,Prague (I),16,Customer Services,2555.364,0,70,0,,0,Type A
10.2016,1,Czech Republic,38560,Prague (I),11,Delivery,2391.72,0,246355,769671,,0,Type A
10.2016,1,Czech Republic,38560,Prague (I),17,others,213.996,0,70,0,,0,Type A
10.2016,1,Czech Republic,38560,Prague (I),18,all,36580.728,0,3618360,17664711,,31407,Type A
10.2016,1,Czech Republic,20891,Brno,1,Dry,2231.223,0,426895,1583880,,800.28,Type A
10.2016,1,Czech Republic,20891,Brno,2,Frozen,1186.419,0,89065,472146,,681.72,Type A
10.2016,1,Czech Republic,20891,Brno,3,other,47.205,0,439570,674406,,861.84,Type A
10.2016,1,Czech Republic,20891,Brno,4,Fish,975.57,0,245170,444798,,640.68,Type A
10.2016,1,Czech Republic,20891,Brno,5,Fruits & Vegetables,2322.486,0,170410,345897,,841.32,Type A
10.2016,1,Czech Republic,20891,Brno,6,Meat,4673.295,0,1874290,11981109,,9701.4,Type A
10.2016,1,Czech Republic,20891,Brno,13,Food,11436.198,0,3245400,15502236,,13896.6,Type A
10.2016,1,Czech Republic,20891,Brno,7,Clothing,4396.359,0,168565,1413192,,5574.6,Type A
10.2016,1,Czech Republic,20891,Brno,8,Household,1211.595,0,39850,227286,,4238.52,Type A
10.2016,1,Czech Republic,20891,Brno,9,Hardware,1806.378,0,40375,329298,,4694.52,Type A
10.2016,1,Czech Republic,20891,Brno,14,Non Food,7414.332,0,248790,1969776,,15556.44,Type A
10.2016,1,Czech Republic,20891,Brno,15,Admin,4276.773,0,75,0,,0,Type A
10.2016,1,Czech Republic,20891,Brno,12,Checkout,5932.095,0,3494190,17472012,,29453.04,Type A
10.2016,1,Czech Republic,20891,Brno,16,Customer Services,2678.097,0,75,0,,0,Type A
10.2016,1,Czech Republic,20891,Brno,11,Delivery,0,0,0,0,,0,Type A
10.2016,1,Czech Republic,20891,Brno,17,others,31.47,228,75,0,,0,Type A
10.2016,1,Czech Republic,20891,Brno,18,all,31768.965,228,3494190,17472012,,29453.04,Type A
10.2016,1,Czech Republic,45583,Ostrava,1,Dry,1847.289,0,375170,128220,,807.12,Type A
10.2016,1,Czech Republic,45583,Ostrava,2,Frozen,1957.434,0,110195,58092,,697.68,Type A
10.2016,1,Czech Republic,45583,Ostrava,3,other,47.205,0,484215,719304,,1060.2,Type A
10.2016,1,Czech Republic,45583,Ostrava,4,Fish,994.452,0,334065,559281,,597.36,Type A
